加Q群,#genre#
CCTV央视文化精品,http://bkpcp.ddns.net:8000/ysp.php?id=whjp
CCTV世界地理,http://bkpcp.ddns.net:8000/ysp.php?id=sjdl
CCTV高尔夫网球,http://bkpcp.ddns.net:8000/ysp.php?id=gefwq
CCTV央视台球,http://bkpcp.ddns.net:8000/ysp.php?id=ystq
CCTV卫生健康,http://bkpcp.ddns.net:8000/ysp.php?id=wsjk
CGTN,http://bkpcp.ddns.net:8000/ysp.php?id=cgtn
CGTN纪录,http://bkpcp.ddns.net:8000/ysp.php?id=cgtnjl
CGTN西语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtne
CGTN法语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtnf
CGTN阿语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtna
CGTN俄语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtnr
CCTV兵器科技,http://ygbh.cloudns.ch/ysp.php?id=bqkj



CGTN-新闻频道,http://live.cgtn.com/1000/prog_index.m3u8
CGTN-纪录频道,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN法语频道,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN俄语频道,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN西班牙语频道,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN阿拉伯语频道,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN拉丁美洲频道,http://livees.cgtn.com/1000e/prog_index.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8


CCTV-2财经,http://liveop.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV-1综合,http://ldncctvwbndbd.a.bdydns.com/ldncctvwbnd/ldcctv1_2/index.m3u8


浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
安徽卫视,http://live.ahsx.ahtv.cn/live/ahtv.m3u8?txSecret=9186d2de07c39116aff585ac3ada5347&txTime=662bcf7f
重庆卫视,https://sjlivecdn9.cbg.cn/202906282314/app_2/_definst_/ls_2.stream/chunklist.m3u8
北京卫视,http://live.sjsrm.com/bjsjs/sd/live.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
湖南卫视,http://vvlive.eztv.vip/ctvjnew/ctvjnew.m3u8?auth_key=1710810969-0-0-ba6a3cd8195f05d21a6a7f110058d520
吉林卫视,http://cdn.u55u.cn/migu.php?id=jlws$咪咕代理 接口
陕西卫视,http://cdn.u55u.cn/migu.php?id=sxws$咪咕代理 接口
海峡卫视,http://cdn.u55u.cn/migu.php?id=hxws$咪咕代理 接口
宁夏卫视,http://cdn.u55u.cn/migu.php?id=nxws$咪咕代理 接口
云南卫视,http://cdn.u55u.cn/migu.php?id=ynws$咪咕代理 接口
东方卫视,http://cdn.u55u.cn/migu.php?id=dfws#http://bkpcp.ddns.net:8000/shdf.php?id=dfws
重庆卫视,http://cdn.u55u.cn/migu.php?id=cqws$咪咕代理 接口
内蒙古卫视,http://cdn.u55u.cn/migu.php?id=nmws$咪咕代理 接口
甘肃卫视,http://cdn.u55u.cn/migu.php?id=gsws$咪咕代理 接口
青海卫视,http://cdn.u55u.cn/migu.php?id=qhws$咪咕代理 接口
山东卫视,http://cdn.u55u.cn/migu.php?id=sdws$咪咕代理 接口
湖北卫视,http://cdn.u55u.cn/migu.php?id=hubws$咪咕代理 接口
江西卫视,http://cdn.u55u.cn/migu.php?id=jxws$咪咕代理 接口
江苏卫视,http://cdn.u55u.cn/migu.php?id=jsws$咪咕代理 接口
大湾区卫视,http://cdn.u55u.cn/migu.php?id=dwqws$咪咕代理 接口
广西卫视,http://cdn.u55u.cn/migu.php?id=gxws$咪咕代理 接口
贵州卫视,http://cdn.u55u.cn/migu.php?id=gzws$咪咕代理 接口
新疆卫视,http://cdn.u55u.cn/migu.php?id=xjws$咪咕代理 接口
西藏卫视,http://cdn.u55u.cn/migu.php?id=xzws$咪咕代理 接口
海南卫视,http://cdn.u55u.cn/migu.php?id=hinws$咪咕代理 接口
宁夏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel69/index.m3u8
重温经典,http://183.204.13.13/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
重温经典,http://183.204.13.13/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/1.flv

广东卫视,http://171.221.27.146:5033/syhjcms_hls/10000100000000050000000000000084/1024000/index.m3u8?cl_session=661bf438439d94f8c1df44136a8bf502&playtype=1&npt=-90&AuthInfo=61tF0YJvbsQHVlUxn2crq2ktOCRME6tbuq130GVK9hWGeH9R%2BoIQJyyPaQ0Kbn3XeJPX4haGyXKo3zxw%2FWue2w%3D%3D&usercode=Scdx@CL_is&userIp=192.168.37.42&screenType=0&ProgramID=10000100000000050000000000000084&userid=1000001@is&Reserved=ztf_cl_is&cl_cid=10000100000000050000000000000084


四川卫视,http://118.122.242.38:5033/syhjcms_hls/10000100000000050000000000241375/2048000/index.m3u8?cl_session=661bf369857f89329698643b1ac183a9&playtype=1&npt=-90&AuthInfo=61tF0YJvbsQHVlUxn2crq2ktOCRME6tbuq130GVK9hU3hUNIBZb5uQ1Z5kdikJcjCyX0ZG%2FsM%2FFXojBKaz9RNA%3D%3D&usercode=Scdx@CL_is&userIp=192.168.37.42&screenType=0&ProgramID=10000100000000050000000000241375&userid=1000001@is&Reserved=ztf_cl_is&cl_cid=10000100000000050000000000241375

广东卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel16/index.m3u8
深圳卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel17/index.m3u8
江苏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel18/index.m3u8
浙江卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel19/index.m3u8
吉林卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel20/index.m3u8
湖北卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel21/index.m3u8
江西卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel22/index.m3u8
安徽卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel23/index.m3u8
北京卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel24/index.m3u8
湖南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel25/index.m3u8
东方卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel26/index.m3u8
天津卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel28/index.m3u8
四川卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel31/index.m3u8
辽宁卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel32/index.m3u8
云南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel61/index.m3u8
东南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel80/index.m3u8
新疆卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel64/index.m3u8
兵团卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel67/index.m3u8
西藏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel66/index.m3u8
黑龙江卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel27/index.m3u8



四海钓鱼,http://cdn.u55u.cn/migu.php?id=shdy
上海新闻综合,http://cdn.u55u.cn/migu.php?id=shxwzh
上海第一财经,http://cdn.u55u.cn/migu.php?id=dycj
上海纪实人文,http://cdn.u55u.cn/migu.php?id=shjsrw
上海外语,http://cdn.u55u.cn/migu.php?id=shics
法治天地,http://cdn.u55u.cn/migu.php?id=fztd
魅力足球,http://cdn.u55u.cn/migu.php?id=mlzq
劲爆体育,http://cdn.u55u.cn/migu.php?id=jbty
乐游,http://cdn.u55u.cn/migu.php?id=ly
欢笑剧场,http://cdn.u55u.cn/migu.php?id=hxjc
七彩戏剧,http://cdn.u55u.cn/migu.php?id=qcxj
游戏风云,http://cdn.u55u.cn/migu.php?id=yxfy
江苏城市,http://cdn.u55u.cn/migu.php?id=jscs
江苏综艺,http://cdn.u55u.cn/migu.php?id=jszy
江苏影视,http://cdn.u55u.cn/migu.php?id=jsys
江苏新闻,http://cdn.u55u.cn/migu.php?id=jsxw
江苏国际,http://cdn.u55u.cn/migu.php?id=jsgj
江苏教育,http://cdn.u55u.cn/migu.php?id=jsjy
江苏体育休闲,http://cdn.u55u.cn/migu.php?id=jstyxx
优漫卡通,http://cdn.u55u.cn/migu.php?id=ymkt
南京新闻综合,http://cdn.u55u.cn/migu.php?id=njxwzh
南京十八,http://cdn.u55u.cn/migu.php?id=njsb
南京教科,http://cdn.u55u.cn/migu.php?id=njkj
淮安综合,http://cdn.u55u.cn/migu.php?id=hazh
连云港新闻综合,http://cdn.u55u.cn/migu.php?id=lygxwzh
苏州新闻综合,http://cdn.u55u.cn/migu.php?id=szxwzh
泰州-1,http://cdn.u55u.cn/migu.php?id=tz1
宿迁综合,http://cdn.u55u.cn/migu.php?id=sqzh
徐州-1,http://cdn.u55u.cn/migu.php?id=xz1
广东影视,http://cdn.u55u.cn/migu.php?id=gdys
嘉佳卡通,http://cdn.u55u.cn/migu.php?id=jjkt
24小时亚洲杯频道,http://cdn.u55u.cn/migu.php?id=24hyzb
CBA经典,http://cdn.u55u.cn/migu.php?id=cbajd
掼蛋精英赛,http://cdn.u55u.cn/migu.php?id=gdjys
高清大片,http://cdn.u55u.cn/migu.php?id=gqdp
红色轮播台,http://cdn.u55u.cn/migu.php?id=hslbt
经典动画大集合,http://cdn.u55u.cn/migu.php?id=jddhdjh
经典深圳旁边电影,http://cdn.u55u.cn/migu.php?id=jdxgdy
军事迷必看大片,http://cdn.u55u.cn/migu.php?id=jsdp
历届春晚回顾,http://cdn.u55u.cn/migu.php?id=ljcwhg
咪咕24小时体育台,http://cdn.u55u.cn/migu.php?id=mg24hty
玫瑰轮播台,http://cdn.u55u.cn/migu.php?id=mglbt
NBA经典,http://cdn.u55u.cn/migu.php?id=nbajd
欧洲足球风云,http://cdn.u55u.cn/migu.php?id=ozzqfy
全民乒乓,http://cdn.u55u.cn/migu.php?id=qmpp
热剧联播,http://cdn.u55u.cn/migu.php?id=rjlb
赛事最经典,http://cdn.u55u.cn/migu.php?id=sszjd
体坛名栏汇,http://cdn.u55u.cn/migu.php?id=ttmlh
UFC格斗精选,http://cdn.u55u.cn/migu.php?id=ufcgdjx
五大联赛经典,http://cdn.u55u.cn/migu.php?id=wdlsjd
乡村振兴,http://cdn.u55u.cn/migu.php?id=xczx
新片放映厅,http://cdn.u55u.cn/migu.php?id=xpfyt
英雄联盟赛事,http://cdn.u55u.cn/migu.php?id=yxlmss
周杰伦现场,http://cdn.u55u.cn/migu.php?id=zjlxc
最强综艺趴,http://cdn.u55u.cn/migu.php?id=zqzyp


青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
三沙卫视,https://live3.hnntv.cn/srs/tv/ssws.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
1905电影(国际),http://xxw.me0.cn/1905dy.php?id=1905b#http://xxw.me0.cn/1905dy.php?id=1905b
1905电影(亚洲),http://xxw.me0.cn/1905dy.php?id=1905a#http://xxw.me0.cn/1905dy.php?id=1905a
凤凰中文,https://play-flive.ifeng.com/live/06OLEGEGM4G.flv
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.flv
凤凰香港,http://183.204.13.13/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8

广西影视,http://www.8700956.top:18888/rtp/239.81.0.250:4056
广西影视,http://hhzy46.qnoddns.org.cn:4022/rtp/239.81.0.250:4056
广西影视,http://mdzx.love:10000/rtp/239.81.0.250:4056
广西影视,http://sxmd.fun:10000/rtp/239.81.0.250:4056
广西影视,http://ncam.top:8088/rtp/239.81.0.250:4056
广西影视,http://opdf.top:8088/rtp/239.81.0.250:4056
广西影视,http://gans.f3322.net:1980/rtp/239.81.0.250:4056
广西影视,http://bydram.top:999/rtp/239.81.0.250:4056
广西影视,http://12345admin.gnway.cc:8888/rtp/239.81.0.250:4056
广西影视,http://www.ncam.top:8088/rtp/239.81.0.250:4056
广西影视,http://www.vvlcc.cn:8888/rtp/239.81.0.250:4056




失效_886,#genre#
加Q群:605625151,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
CCTV-1 综合,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV-2 财经,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV-4 中文国际,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV-5 体育,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV-5+ 体育赛事,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV-7 国防军事,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV-9 纪录,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?IAS
CCTV-11 戏曲,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV-13 新闻,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS
CCTV-15 音乐,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV-17 农业农村,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
CCTV-17 农业农村,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000495/index.m3u8?IAS
东方卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS
湖南卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000482/index.m3u8?IAS
吉林卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000533/index.m3u8?IAS
江苏卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000177/index.m3u8?IAS
浙江卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000248/index.m3u8?IAS
东南卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000502/index.m3u8?IAS
广东卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?IAS
湖北卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000250/index.m3u8?IAS
河北卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000487/index.m3u8?IAS
河南卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000310/index.m3u8?IAS
黑龙江卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000175/index.m3u8?IAS
内蒙古卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000319/index.m3u8?IAS
安徽卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000368/index.m3u8?IAS
贵州卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?IAS
辽宁卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000307/index.m3u8?IAS
云南卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000305/index.m3u8?IAS
江西卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000522/index.m3u8?IAS
山东卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000364/index.m3u8?IAS
山西卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000318/index.m3u8?IAS
陕西卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000313/index.m3u8?IAS
深圳卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000352/index.m3u8?IAS
四川卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000330/index.m3u8?IAS
天津卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000249/index.m3u8?IAS
重庆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000332/index.m3u8?IAS
重庆卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000523/index.m3u8?IAS
宁夏卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?IAS
青海卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000320/index.m3u8?IAS
新疆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?IAS
西藏卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?IAS
厦门卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?IAS
1905国内电影,http://bkpcp.ddns.net:8000/1905.php?id=1905b
1905环球经典,http://bkpcp.ddns.net:8000/1905.php?id=1905a
凤凰中文,http://dasdasd.x3322.net:8081/hls/37/index.m3u8
凤凰资讯,http://dasdasd.x3322.net:8081/hls/36/index.m3u8
凤凰香港,http://dasdasd.x3322.net:8081/hls/38/index.m3u8


备选_33333,#genre#
加Q群:605625151,http://bkpcp.x3322.net:8000/live/play.php?gid=5fe99344cf5a1eae18d2fe00&cid=543f4a313d32fc7b0e3322c5
CCTV-1,http://gzly.hkychina.com:6002/udp/239.252.219.200:5140$江西赣州 电信
CCTV-2,http://gzly.hkychina.com:6002/udp/239.252.220.183:5140$江西赣州 电信
CCTV-3,http://gzly.hkychina.com:6002/udp/239.252.219.252:5140$江西赣州 电信
CCTV-4,http://gzly.hkychina.com:6002/udp/239.252.220.184:5140$江西赣州 电信
CCTV-4欧洲,http://gzly.hkychina.com:6002/udp/239.252.219.192:5140$江西赣州 电信
CCTV-4美洲,http://gzly.hkychina.com:6002/udp/239.252.219.193:5140$江西赣州 电信
CCTV-5,http://gzly.hkychina.com:6002/udp/239.252.219.198:5140$江西赣州 电信
CCTV-6,http://gzly.hkychina.com:6002/udp/239.252.220.195:5140$江西赣州 电信
CCTV-7,http://gzly.hkychina.com:6002/udp/239.252.220.185:5140$江西赣州 电信
CCTV-8,http://gzly.hkychina.com:6002/udp/239.252.220.196:5140$江西赣州 电信
CCTV-9,http://gzly.hkychina.com:6002/udp/239.252.220.186:5140$江西赣州 电信
CCTV-10,http://gzly.hkychina.com:6002/udp/239.252.220.91:5140$江西赣州 电信
CCTV-11,http://gzly.hkychina.com:6002/udp/239.252.219.16:5140$江西赣州 电信
CCTV-12,http://gzly.hkychina.com:6002/udp/239.252.220.187:5140$江西赣州 电信
CCTV-13,http://gzly.hkychina.com:6002/udp/239.252.219.18:5140$江西赣州 电信
CCTV-14,http://gzly.hkychina.com:6002/udp/239.252.220.92:5140$江西赣州 电信
CCTV-15,http://gzly.hkychina.com:6002/udp/239.252.219.20:5140$江西赣州 电信
CCTV-16,http://gzly.hkychina.com:6002/udp/239.252.219.71:5140$江西赣州 电信
CCTV-17,http://gzly.hkychina.com:6002/udp/239.252.220.192:5140$江西赣州 电信












CHC家庭影院,http://1.82.70.21:8021/rtp/239.112.205.205:5140
CHC高清电影,http://1.82.70.21:8021/rtp/239.112.205.206:5140
CHC动作电影,http://1.82.70.21:8021/rtp/239.112.205.207:5140
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
CGTN,http://live.cgtn.com/500/prog_index.m3u8
CGTN纪录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
央视台球,http://182.138.136.195:4455/udp/239.93.0.218:5140
风云音乐,http://182.138.136.195:4455/udp/239.93.0.224:5140
风云足球,http://182.138.136.195:4455/udp/239.93.0.235:5140
风云剧场,http://182.138.136.195:4455/udp/239.93.1.156:5140
世界地理,http://182.138.136.195:4455/udp/239.93.1.157:5140
第一剧场,http://182.138.136.195:4455/udp/239.93.1.197:5140
怀旧剧场,http://182.138.136.195:4455/udp/239.93.1.198:5140
兵器科技,http://182.138.136.195:4455/udp/239.93.1.235:5140
文化精品,http://182.138.136.195:4455/udp/239.93.42.47:5140
女性时尚,http://182.138.136.195:4455/udp/239.93.42.62:5140


星空卫视,http://182.138.136.195:4455/udp/239.93.0.156:2193
广东珠江,http://113.65.8.165:8000/udp/239.77.0.114:5146







首选,#genre#
加Q群:605625151,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8


CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7军事农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16奥运,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u88
CCTV-10科教,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8

CCTV4K超高清,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/1.m3u8


